Data;hora;preciptacao;temperatura;humidade
01/01/2022;0000 UTC;;20,8;88
01/01/2022;0100 UTC;;20,8;90
01/01/2022;0200 UTC;;20,4;91
01/01/2022;0300 UTC;;20;92
01/01/2022;0400 UTC;;19,7;93
01/01/2022;0500 UTC;;19,5;93
01/01/2022;0600 UTC;;19,5;93
01/01/2022;0700 UTC;;19,4;93
01/01/2022;0800 UTC;;20,3;93
01/01/2022;0900 UTC;;19,9;92
01/01/2022;1000 UTC;;21,1;92
01/01/2022;1100 UTC;;22,5;83
01/01/2022;1200 UTC;;23,1;80
01/01/2022;1300 UTC;;22,1;90
01/01/2022;1400 UTC;;21,4;92
01/01/2022;1500 UTC;;21,8;91
01/01/2022;1600 UTC;;22,4;88
01/01/2022;1700 UTC;;23,6;81
01/01/2022;1800 UTC;;21,9;90
01/01/2022;1900 UTC;;23,6;80
01/01/2022;2000 UTC;;23,2;83
01/01/2022;2100 UTC;;23;80
01/01/2022;2200 UTC;;22,2;84
01/01/2022;2300 UTC;;22;86
02/01/2022;0000 UTC;;21,7;88
02/01/2022;0100 UTC;;21,1;90
02/01/2022;0200 UTC;;21,1;88
02/01/2022;0300 UTC;;21;89
02/01/2022;0400 UTC;;20,4;90
02/01/2022;0500 UTC;;19,8;92
02/01/2022;0600 UTC;;20,3;91
02/01/2022;0700 UTC;;20,4;92
02/01/2022;0800 UTC;;20,8;91
02/01/2022;0900 UTC;;20,8;92
02/01/2022;1000 UTC;;21,9;90
02/01/2022;1100 UTC;;23,4;81
02/01/2022;1200 UTC;;24,6;72
02/01/2022;1300 UTC;;24,4;76
02/01/2022;1400 UTC;;27,1;66
02/01/2022;1500 UTC;;27,1;62
02/01/2022;1600 UTC;;26,2;71
02/01/2022;1700 UTC;;24,9;79
02/01/2022;1800 UTC;;23,6;80
02/01/2022;1900 UTC;;23,5;76
02/01/2022;2000 UTC;;24,6;72
02/01/2022;2100 UTC;;24,4;75
02/01/2022;2200 UTC;;23;81
02/01/2022;2300 UTC;;22,4;84
03/01/2022;0000 UTC;;22;87
03/01/2022;0100 UTC;;21,8;86
03/01/2022;0200 UTC;;21,3;88
03/01/2022;0300 UTC;;20,6;90
03/01/2022;0400 UTC;;20,9;91
03/01/2022;0500 UTC;;21;90
03/01/2022;0600 UTC;;20,7;90
03/01/2022;0700 UTC;;20,5;91
03/01/2022;0800 UTC;;20,5;91
03/01/2022;0900 UTC;;21;90
03/01/2022;1000 UTC;;22;87
03/01/2022;1100 UTC;;24,3;78
03/01/2022;1200 UTC;;25,3;71
03/01/2022;1300 UTC;;26,1;69
03/01/2022;1400 UTC;;26,1;67
03/01/2022;1500 UTC;;27,8;62
03/01/2022;1600 UTC;;29,3;57
03/01/2022;1700 UTC;;28,5;53
03/01/2022;1800 UTC;;29;56
03/01/2022;1900 UTC;;28;57
03/01/2022;2000 UTC;;27,2;61
03/01/2022;2100 UTC;;24,9;69
03/01/2022;2200 UTC;;23,4;79
03/01/2022;2300 UTC;;23,2;77
04/01/2022;0000 UTC;;23,3;78
04/01/2022;0100 UTC;;22,5;83
04/01/2022;0200 UTC;;22,2;87
04/01/2022;0300 UTC;;21,7;88
04/01/2022;0400 UTC;;21,5;89
04/01/2022;0500 UTC;;21,4;91
04/01/2022;0600 UTC;;21,3;90
04/01/2022;0700 UTC;;20,8;91
04/01/2022;0800 UTC;;20,8;91
04/01/2022;0900 UTC;;20,6;91
04/01/2022;1000 UTC;;22;86
04/01/2022;1100 UTC;;24,7;76
04/01/2022;1200 UTC;;25;74
04/01/2022;1300 UTC;;26,1;70
04/01/2022;1400 UTC;;27,3;65
04/01/2022;1500 UTC;;26,8;64
04/01/2022;1600 UTC;;25,8;64
04/01/2022;1700 UTC;;26,6;60
04/01/2022;1800 UTC;;28,2;53
04/01/2022;1900 UTC;;28,1;51
04/01/2022;2000 UTC;;27,2;50
04/01/2022;2100 UTC;;26,6;58
04/01/2022;2200 UTC;;25,2;64
04/01/2022;2300 UTC;;24,5;70
05/01/2022;0000 UTC;;23,9;74
05/01/2022;0100 UTC;;23,4;78
05/01/2022;0200 UTC;;23,1;80
05/01/2022;0300 UTC;;22,3;84
05/01/2022;0400 UTC;;21,4;88
05/01/2022;0500 UTC;;20,9;90
05/01/2022;0600 UTC;;21,4;89
05/01/2022;0700 UTC;;21,2;90
05/01/2022;0800 UTC;;21;90
05/01/2022;0900 UTC;;21,2;90
05/01/2022;1000 UTC;;22;84
05/01/2022;1100 UTC;;24;73
05/01/2022;1200 UTC;;24,7;70
05/01/2022;1300 UTC;;26,8;69
05/01/2022;1400 UTC;;26,1;63
05/01/2022;1500 UTC;;28,8;53
05/01/2022;1600 UTC;;29,1;53
05/01/2022;1700 UTC;;29;49
05/01/2022;1800 UTC;;30,6;46
05/01/2022;1900 UTC;;28,7;58
05/01/2022;2000 UTC;;28,5;55
05/01/2022;2100 UTC;;27,1;60
05/01/2022;2200 UTC;;24,7;70
05/01/2022;2300 UTC;;23,9;77
06/01/2022;0000 UTC;;23;86
06/01/2022;0100 UTC;;22,4;90
06/01/2022;0200 UTC;;22,2;91
06/01/2022;0300 UTC;;22,1;90
06/01/2022;0400 UTC;;21,9;91
06/01/2022;0500 UTC;;21,6;91
06/01/2022;0600 UTC;;21,7;91
06/01/2022;0700 UTC;;21,5;90
06/01/2022;0800 UTC;;21;90
06/01/2022;0900 UTC;;20,6;92
06/01/2022;1000 UTC;;22,2;85
06/01/2022;1100 UTC;;23,4;80
06/01/2022;1200 UTC;;25,3;72
06/01/2022;1300 UTC;;26,1;68
06/01/2022;1400 UTC;;28;63
06/01/2022;1500 UTC;;26,1;76
06/01/2022;1600 UTC;;26,3;70
06/01/2022;1700 UTC;;24,9;84
06/01/2022;1800 UTC;;26,9;67
06/01/2022;1900 UTC;;27,7;62
06/01/2022;2000 UTC;;23,6;88
06/01/2022;2100 UTC;;23,7;88
06/01/2022;2200 UTC;;22,2;89
06/01/2022;2300 UTC;;21,9;92
07/01/2022;0000 UTC;;21,9;91
07/01/2022;0100 UTC;;21,5;91
07/01/2022;0200 UTC;;21,3;93
07/01/2022;0300 UTC;;21,6;93
07/01/2022;0400 UTC;;21,7;93
07/01/2022;0500 UTC;;21,7;92
07/01/2022;0600 UTC;;21,8;92
07/01/2022;0700 UTC;;21,7;90
07/01/2022;0800 UTC;;21,7;89
07/01/2022;0900 UTC;;21,9;85
07/01/2022;1000 UTC;;21,6;90
07/01/2022;1100 UTC;;21,7;91
07/01/2022;1200 UTC;;21,7;92
07/01/2022;1300 UTC;;22,6;90
07/01/2022;1400 UTC;;22,4;90
07/01/2022;1500 UTC;;22,6;90
07/01/2022;1600 UTC;;22,9;91
07/01/2022;1700 UTC;;23,1;88
07/01/2022;1800 UTC;;24,6;82
07/01/2022;1900 UTC;;24,7;77
07/01/2022;2000 UTC;;25,2;72
07/01/2022;2100 UTC;;24,2;77
07/01/2022;2200 UTC;;23,2;81
07/01/2022;2300 UTC;;22,1;88
08/01/2022;0000 UTC;;21,9;90
08/01/2022;0100 UTC;;21,8;90
08/01/2022;0200 UTC;;21,9;88
08/01/2022;0300 UTC;;21,8;90
08/01/2022;0400 UTC;;21,8;89
08/01/2022;0500 UTC;;20;92
08/01/2022;0600 UTC;;19,8;93
08/01/2022;0700 UTC;;19,6;93
08/01/2022;0800 UTC;;19,7;93
08/01/2022;0900 UTC;;19,7;93
08/01/2022;1000 UTC;;20,4;93
08/01/2022;1100 UTC;;21,2;90
08/01/2022;1200 UTC;;22,3;89
08/01/2022;1300 UTC;;23,7;86
08/01/2022;1400 UTC;;21,9;90
08/01/2022;1500 UTC;;23;91
08/01/2022;1600 UTC;;21,6;91
08/01/2022;1700 UTC;;22;92
08/01/2022;1800 UTC;;22,1;91
08/01/2022;1900 UTC;;22,2;90
08/01/2022;2000 UTC;;22,6;87
08/01/2022;2100 UTC;;22,9;87
08/01/2022;2200 UTC;;21,9;89
08/01/2022;2300 UTC;;21,8;91
09/01/2022;0000 UTC;;21,5;92
09/01/2022;0100 UTC;;21,6;92
09/01/2022;0200 UTC;;21,5;92
09/01/2022;0300 UTC;;21,3;92
09/01/2022;0400 UTC;;21,1;92
09/01/2022;0500 UTC;;21;93
09/01/2022;0600 UTC;;21,1;93
09/01/2022;0700 UTC;;21;93
09/01/2022;0800 UTC;;21;93
09/01/2022;0900 UTC;;20,8;93
09/01/2022;1000 UTC;;21,1;93
09/01/2022;1100 UTC;;21,4;93
09/01/2022;1200 UTC;;22,3;92
09/01/2022;1300 UTC;;22,5;90
09/01/2022;1400 UTC;;23;89
09/01/2022;1500 UTC;;23,2;87
09/01/2022;1600 UTC;;24,9;77
09/01/2022;1700 UTC;;26,4;66
09/01/2022;1800 UTC;;25,1;71
09/01/2022;1900 UTC;;24,5;74
09/01/2022;2000 UTC;;24,2;74
09/01/2022;2100 UTC;;23,8;79
09/01/2022;2200 UTC;;23;80
09/01/2022;2300 UTC;;22,5;84
10/01/2022;0000 UTC;;22,2;86
10/01/2022;0100 UTC;;22,3;86
10/01/2022;0200 UTC;;21,6;88
10/01/2022;0300 UTC;;21,2;90
10/01/2022;0400 UTC;;21,6;90
10/01/2022;0500 UTC;;21,5;90
10/01/2022;0600 UTC;;21,3;92
10/01/2022;0700 UTC;;21,4;92
10/01/2022;0800 UTC;;21,5;92
10/01/2022;0900 UTC;;21,4;92
10/01/2022;1000 UTC;;22;90
10/01/2022;1100 UTC;;22,1;89
10/01/2022;1200 UTC;;22,3;88
10/01/2022;1300 UTC;;22,6;88
10/01/2022;1400 UTC;;24,2;78
10/01/2022;1500 UTC;;24,4;76
10/01/2022;1600 UTC;;25;73
10/01/2022;1700 UTC;;22,5;85
10/01/2022;1800 UTC;;22,4;85
10/01/2022;1900 UTC;;23,6;76
10/01/2022;2000 UTC;;23,4;73
10/01/2022;2100 UTC;;23,1;73
10/01/2022;2200 UTC;;21,7;81
10/01/2022;2300 UTC;;20,9;85
11/01/2022;0000 UTC;;21;87
11/01/2022;0100 UTC;;21,3;88
11/01/2022;0200 UTC;;21,2;88
11/01/2022;0300 UTC;;21,3;90
11/01/2022;0400 UTC;;19,8;92
11/01/2022;0500 UTC;;19,4;92
11/01/2022;0600 UTC;;19,3;93
11/01/2022;0700 UTC;;19,3;93
11/01/2022;0800 UTC;;19,6;93
11/01/2022;0900 UTC;;19,7;93
11/01/2022;1000 UTC;;19,8;93
11/01/2022;1100 UTC;;20,5;93
11/01/2022;1200 UTC;;21,4;93
11/01/2022;1300 UTC;;21,8;92
11/01/2022;1400 UTC;;21,5;91
11/01/2022;1500 UTC;;21,5;92
11/01/2022;1600 UTC;;21,4;84
11/01/2022;1700 UTC;;22,5;76
11/01/2022;1800 UTC;;24,8;72
11/01/2022;1900 UTC;;24,7;69
11/01/2022;2000 UTC;;23,9;72
11/01/2022;2100 UTC;;24,2;71
11/01/2022;2200 UTC;;22,6;80
11/01/2022;2300 UTC;;22,3;81
12/01/2022;0000 UTC;;21,5;85
12/01/2022;0100 UTC;;21,7;86
12/01/2022;0200 UTC;;21,1;88
12/01/2022;0300 UTC;;21,2;87
12/01/2022;0400 UTC;;20,4;89
12/01/2022;0500 UTC;;20,4;91
12/01/2022;0600 UTC;;20,4;91
12/01/2022;0700 UTC;;20,3;91
12/01/2022;0800 UTC;;20,3;91
12/01/2022;0900 UTC;;20,3;90
12/01/2022;1000 UTC;;21,1;87
12/01/2022;1100 UTC;;22,2;81
12/01/2022;1200 UTC;;23,5;78
12/01/2022;1300 UTC;;23,7;77
12/01/2022;1400 UTC;;23,5;78
12/01/2022;1500 UTC;;21,8;88
12/01/2022;1600 UTC;;22,9;86
12/01/2022;1700 UTC;;23,7;82
12/01/2022;1800 UTC;;23,6;78
12/01/2022;1900 UTC;;23,4;72
12/01/2022;2000 UTC;;22,6;77
12/01/2022;2100 UTC;;23;73
12/01/2022;2200 UTC;;21,6;83
12/01/2022;2300 UTC;;21,2;86
13/01/2022;0000 UTC;;20,5;89
13/01/2022;0100 UTC;;20,7;87
13/01/2022;0200 UTC;;20,2;91
13/01/2022;0300 UTC;;20;92
13/01/2022;0400 UTC;;19,8;93
13/01/2022;0500 UTC;;19,7;93
13/01/2022;0600 UTC;;19,7;93
13/01/2022;0700 UTC;;19,4;93
13/01/2022;0800 UTC;;19,3;93
13/01/2022;0900 UTC;;19,7;93
13/01/2022;1000 UTC;;20,5;93
13/01/2022;1100 UTC;;21,6;87
13/01/2022;1200 UTC;;22,9;79
13/01/2022;1300 UTC;;23,6;74
13/01/2022;1400 UTC;;24,9;70
13/01/2022;1500 UTC;;26,8;57
13/01/2022;1600 UTC;;28,6;53
13/01/2022;1700 UTC;;29,1;53
13/01/2022;1800 UTC;;28,9;52
13/01/2022;1900 UTC;;28,2;52
13/01/2022;2000 UTC;;28,6;51
13/01/2022;2100 UTC;;27,5;56
13/01/2022;2200 UTC;;25;71
13/01/2022;2300 UTC;;23,6;74
14/01/2022;0000 UTC;;23,1;76
14/01/2022;0100 UTC;;22,5;78
14/01/2022;0200 UTC;;21,2;85
14/01/2022;0300 UTC;;21;88
14/01/2022;0400 UTC;;20,2;90
14/01/2022;0500 UTC;;20,3;89
14/01/2022;0600 UTC;;19,9;90
14/01/2022;0700 UTC;;19,5;91
14/01/2022;0800 UTC;;19,2;92
14/01/2022;0900 UTC;;19;92
14/01/2022;1000 UTC;;19,8;91
14/01/2022;1100 UTC;;23,2;78
14/01/2022;1200 UTC;;25,9;65
14/01/2022;1300 UTC;;29,8;52
14/01/2022;1400 UTC;;30,4;46
14/01/2022;1500 UTC;;30,7;42
14/01/2022;1600 UTC;;32,7;39
14/01/2022;1700 UTC;;32,7;40
14/01/2022;1800 UTC;;31,8;42
14/01/2022;1900 UTC;;32,7;37
14/01/2022;2000 UTC;;32,5;35
14/01/2022;2100 UTC;;31,4;42
14/01/2022;2200 UTC;;28,1;56
14/01/2022;2300 UTC;;26,4;66
15/01/2022;0000 UTC;;25,8;69
15/01/2022;0100 UTC;;24,6;72
15/01/2022;0200 UTC;;22,9;75
15/01/2022;0300 UTC;;22,2;73
15/01/2022;0400 UTC;;20,7;82
15/01/2022;0500 UTC;;19,8;82
15/01/2022;0600 UTC;;19,2;82
15/01/2022;0700 UTC;;17,8;87
15/01/2022;0800 UTC;;17,7;85
15/01/2022;0900 UTC;;17;89
15/01/2022;1000 UTC;;19,2;77
15/01/2022;1100 UTC;;23,2;63
15/01/2022;1200 UTC;;28;47
15/01/2022;1300 UTC;;28,9;40
15/01/2022;1400 UTC;;30;38
15/01/2022;1500 UTC;;31,1;32
15/01/2022;1600 UTC;;31,9;31
15/01/2022;1700 UTC;;32,9;26
15/01/2022;1800 UTC;;32,9;25
15/01/2022;1900 UTC;;32,8;27
15/01/2022;2000 UTC;;32,1;29
15/01/2022;2100 UTC;;30,4;34
15/01/2022;2200 UTC;;27,6;42
15/01/2022;2300 UTC;;26,6;40
16/01/2022;0000 UTC;;24,1;50
16/01/2022;0100 UTC;;23,2;58
16/01/2022;0200 UTC;;22,6;57
16/01/2022;0300 UTC;;22,7;57
16/01/2022;0400 UTC;;20;73
16/01/2022;0500 UTC;;19,7;75
16/01/2022;0600 UTC;;18,6;82
16/01/2022;0700 UTC;;18,8;80
16/01/2022;0800 UTC;;18,7;79
16/01/2022;0900 UTC;;18;84
16/01/2022;1000 UTC;;19,6;79
16/01/2022;1100 UTC;;23,2;65
16/01/2022;1200 UTC;;27,9;46
16/01/2022;1300 UTC;;29,1;44
16/01/2022;1400 UTC;;30,5;36
16/01/2022;1500 UTC;;30;37
16/01/2022;1600 UTC;;31,1;36
16/01/2022;1700 UTC;;32,4;30
16/01/2022;1800 UTC;;31,6;32
16/01/2022;1900 UTC;;32,3;32
16/01/2022;2000 UTC;;32;33
16/01/2022;2100 UTC;;29,3;41
16/01/2022;2200 UTC;;27,4;47
16/01/2022;2300 UTC;;26,7;50
17/01/2022;0000 UTC;;25,4;60
17/01/2022;0100 UTC;;25;63
17/01/2022;0200 UTC;;23,7;68
17/01/2022;0300 UTC;;22,8;72
17/01/2022;0400 UTC;;22,5;76
17/01/2022;0500 UTC;;22,8;74
17/01/2022;0600 UTC;;22;78
17/01/2022;0700 UTC;;21,5;80
17/01/2022;0800 UTC;;21,2;81
17/01/2022;0900 UTC;;20,7;84
17/01/2022;1000 UTC;;21,5;81
17/01/2022;1100 UTC;;23,4;73
17/01/2022;1200 UTC;;25;65
17/01/2022;1300 UTC;;27,6;58
17/01/2022;1400 UTC;;30,1;48
17/01/2022;1500 UTC;;30,7;43
17/01/2022;1600 UTC;;31,9;41
17/01/2022;1700 UTC;;30,5;41
17/01/2022;1800 UTC;;32,8;36
17/01/2022;1900 UTC;;28,9;49
17/01/2022;2000 UTC;;26,5;57
17/01/2022;2100 UTC;;24,2;65
17/01/2022;2200 UTC;;23,2;77
17/01/2022;2300 UTC;;22,5;80
18/01/2022;0000 UTC;;22,6;81
18/01/2022;0100 UTC;;22,4;80
18/01/2022;0200 UTC;;22,3;77
18/01/2022;0300 UTC;;21,9;83
18/01/2022;0400 UTC;;21,2;88
18/01/2022;0500 UTC;;21,2;84
18/01/2022;0600 UTC;;21;89
18/01/2022;0700 UTC;;20;91
18/01/2022;0800 UTC;;20,5;92
18/01/2022;0900 UTC;;20,5;91
18/01/2022;1000 UTC;;21,2;89
18/01/2022;1100 UTC;;23,6;78
18/01/2022;1200 UTC;;26;67
18/01/2022;1300 UTC;;28;55
18/01/2022;1400 UTC;;30,2;50
18/01/2022;1500 UTC;;30;45
18/01/2022;1600 UTC;;30,5;47
18/01/2022;1700 UTC;;29,5;46
18/01/2022;1800 UTC;;27;62
18/01/2022;1900 UTC;;31;44
18/01/2022;2000 UTC;;27;59
18/01/2022;2100 UTC;;23,7;64
18/01/2022;2200 UTC;;23,4;67
18/01/2022;2300 UTC;;22,2;75
19/01/2022;0000 UTC;;22,1;75
19/01/2022;0100 UTC;;22,5;76
19/01/2022;0200 UTC;;21,7;81
19/01/2022;0300 UTC;;21,8;82
19/01/2022;0400 UTC;;21,4;80
19/01/2022;0500 UTC;;21,1;81
19/01/2022;0600 UTC;;20,6;85
19/01/2022;0700 UTC;;20,5;86
19/01/2022;0800 UTC;;20,6;86
19/01/2022;0900 UTC;;20,3;87
19/01/2022;1000 UTC;;21,2;85
19/01/2022;1100 UTC;;24,2;71
19/01/2022;1200 UTC;;26,2;59
19/01/2022;1300 UTC;;28,7;58
19/01/2022;1400 UTC;;30;46
19/01/2022;1500 UTC;;30,5;52
19/01/2022;1600 UTC;;31;42
19/01/2022;1700 UTC;;31;45
19/01/2022;1800 UTC;;30,4;38
19/01/2022;1900 UTC;;27,6;45
19/01/2022;2000 UTC;;28,1;50
19/01/2022;2100 UTC;;25,7;61
19/01/2022;2200 UTC;;24,6;60
19/01/2022;2300 UTC;;23,5;66
20/01/2022;0000 UTC;;21,8;75
20/01/2022;0100 UTC;;21,3;78
20/01/2022;0200 UTC;;20,7;83
20/01/2022;0300 UTC;;20,8;84
20/01/2022;0400 UTC;;21,1;82
20/01/2022;0500 UTC;;20,5;85
20/01/2022;0600 UTC;;20;89
20/01/2022;0700 UTC;;20;88
20/01/2022;0800 UTC;;19,4;90
20/01/2022;0900 UTC;;19,2;91
20/01/2022;1000 UTC;;20,3;88
20/01/2022;1100 UTC;;23,2;74
20/01/2022;1200 UTC;;25,8;62
20/01/2022;1300 UTC;;29,3;52
20/01/2022;1400 UTC;;30,3;40
20/01/2022;1500 UTC;;31,8;39
20/01/2022;1600 UTC;;31,4;35
20/01/2022;1700 UTC;;32,6;28
20/01/2022;1800 UTC;;33,2;29
20/01/2022;1900 UTC;;33,5;26
20/01/2022;2000 UTC;;33,4;27
20/01/2022;2100 UTC;;31,6;25
20/01/2022;2200 UTC;;28,5;35
20/01/2022;2300 UTC;;26;48
21/01/2022;0000 UTC;;25,8;55
21/01/2022;0100 UTC;;25;56
21/01/2022;0200 UTC;;23,3;63
21/01/2022;0300 UTC;;21,9;69
21/01/2022;0400 UTC;;20,5;80
21/01/2022;0500 UTC;;20,3;77
21/01/2022;0600 UTC;;18,8;81
21/01/2022;0700 UTC;;19;86
21/01/2022;0800 UTC;;18,3;88
21/01/2022;0900 UTC;;17,9;84
21/01/2022;1000 UTC;;19,2;81
21/01/2022;1100 UTC;;23,1;67
21/01/2022;1200 UTC;;26,6;54
21/01/2022;1300 UTC;;30,2;40
21/01/2022;1400 UTC;;31,2;37
21/01/2022;1500 UTC;;31,9;35
21/01/2022;1600 UTC;;32,3;26
21/01/2022;1700 UTC;;32,9;30
21/01/2022;1800 UTC;;33,7;27
21/01/2022;1900 UTC;;33,3;28
21/01/2022;2000 UTC;;32,8;31
21/01/2022;2100 UTC;;20,4;90
21/01/2022;2200 UTC;;21,6;89
21/01/2022;2300 UTC;;21,3;92
22/01/2022;0000 UTC;;21,1;91
22/01/2022;0100 UTC;;21,1;91
22/01/2022;0200 UTC;;20,9;91
22/01/2022;0300 UTC;;20,7;92
22/01/2022;0400 UTC;;20,7;92
22/01/2022;0500 UTC;;20,3;92
22/01/2022;0600 UTC;;20,1;92
22/01/2022;0700 UTC;;19,6;91
22/01/2022;0800 UTC;;19,5;92
22/01/2022;0900 UTC;;19,6;93
22/01/2022;1000 UTC;;21;89
22/01/2022;1100 UTC;;23,3;81
22/01/2022;1200 UTC;;28,6;57
22/01/2022;1300 UTC;;29,9;48
22/01/2022;1400 UTC;;31,5;41
22/01/2022;1500 UTC;;32,2;37
22/01/2022;1600 UTC;;32,6;38
22/01/2022;1700 UTC;;32,5;38
22/01/2022;1800 UTC;;33,3;36
22/01/2022;1900 UTC;;34,6;32
22/01/2022;2000 UTC;;28,1;56
22/01/2022;2100 UTC;;26,8;63
22/01/2022;2200 UTC;;25,8;58
22/01/2022;2300 UTC;;23,2;76
23/01/2022;0000 UTC;;21;88
23/01/2022;0100 UTC;;20,9;89
23/01/2022;0200 UTC;;21,2;83
23/01/2022;0300 UTC;;20,4;89
23/01/2022;0400 UTC;;20,1;90
23/01/2022;0500 UTC;;20,5;90
23/01/2022;0600 UTC;;20;89
23/01/2022;0700 UTC;;19,7;90
23/01/2022;0800 UTC;;19,6;91
23/01/2022;0900 UTC;;19,7;91
23/01/2022;1000 UTC;;20,8;84
23/01/2022;1100 UTC;;23,3;75
23/01/2022;1200 UTC;;26,7;66
23/01/2022;1300 UTC;;30,1;47
23/01/2022;1400 UTC;;30,7;42
23/01/2022;1500 UTC;;31,9;38
23/01/2022;1600 UTC;;31,5;42
23/01/2022;1700 UTC;;31,6;38
23/01/2022;1800 UTC;;31,1;39
23/01/2022;1900 UTC;;33;31
23/01/2022;2000 UTC;;33,2;30
23/01/2022;2100 UTC;;31,3;34
23/01/2022;2200 UTC;;28;46
23/01/2022;2300 UTC;;26,6;54
24/01/2022;0000 UTC;;25,6;58
24/01/2022;0100 UTC;;23,8;68
24/01/2022;0200 UTC;;22,6;75
24/01/2022;0300 UTC;;22,4;75
24/01/2022;0400 UTC;;21,7;80
24/01/2022;0500 UTC;;21,2;86
24/01/2022;0600 UTC;;21;88
24/01/2022;0700 UTC;;20,9;87
24/01/2022;0800 UTC;;20,5;88
24/01/2022;0900 UTC;;20,2;89
24/01/2022;1000 UTC;;21,6;86
24/01/2022;1100 UTC;;25,2;73
24/01/2022;1200 UTC;;28,7;59
24/01/2022;1300 UTC;;30,6;49
24/01/2022;1400 UTC;;31,7;44
24/01/2022;1500 UTC;;31,7;40
24/01/2022;1600 UTC;;33,3;32
24/01/2022;1700 UTC;;33,9;30
24/01/2022;1800 UTC;;33,9;27
24/01/2022;1900 UTC;;33,2;24
24/01/2022;2000 UTC;;33,5;29
24/01/2022;2100 UTC;;32,6;32
24/01/2022;2200 UTC;;30,5;40
24/01/2022;2300 UTC;;27,9;52
25/01/2022;0000 UTC;;26,8;58
25/01/2022;0100 UTC;;25,4;60
25/01/2022;0200 UTC;;25,3;68
25/01/2022;0300 UTC;;24,1;70
25/01/2022;0400 UTC;;23,4;75
25/01/2022;0500 UTC;;22,8;76
25/01/2022;0600 UTC;;22,5;77
25/01/2022;0700 UTC;;21,7;81
25/01/2022;0800 UTC;;21,2;85
25/01/2022;0900 UTC;;21,3;85
25/01/2022;1000 UTC;;22,2;84
25/01/2022;1100 UTC;;24,1;74
25/01/2022;1200 UTC;;26,8;66
25/01/2022;1300 UTC;;27,3;61
25/01/2022;1400 UTC;;28,3;57
25/01/2022;1500 UTC;;29,9;54
25/01/2022;1600 UTC;;30,1;51
25/01/2022;1700 UTC;;24,8;66
25/01/2022;1800 UTC;;22,6;86
25/01/2022;1900 UTC;;26,1;77
25/01/2022;2000 UTC;;26,9;69
25/01/2022;2100 UTC;;26,1;71
25/01/2022;2200 UTC;;24,2;74
25/01/2022;2300 UTC;;23,1;75
26/01/2022;0000 UTC;;22,4;79
26/01/2022;0100 UTC;;22,9;79
26/01/2022;0200 UTC;;22,9;80
26/01/2022;0300 UTC;;21,1;90
26/01/2022;0400 UTC;;20,5;93
26/01/2022;0500 UTC;;19,5;93
26/01/2022;0600 UTC;;19,4;93
26/01/2022;0700 UTC;;19,3;93
26/01/2022;0800 UTC;;19,5;93
26/01/2022;0900 UTC;;19,6;93
26/01/2022;1000 UTC;;20,1;93
26/01/2022;1100 UTC;;20,9;93
26/01/2022;1200 UTC;;21,3;88
26/01/2022;1300 UTC;;22,6;84
26/01/2022;1400 UTC;;24;73
26/01/2022;1500 UTC;;26,2;64
26/01/2022;1600 UTC;;26,9;61
26/01/2022;1700 UTC;;29,4;51
26/01/2022;1800 UTC;;29,7;46
26/01/2022;1900 UTC;;29,6;48
26/01/2022;2000 UTC;;29,8;43
26/01/2022;2100 UTC;;25;64
26/01/2022;2200 UTC;;24,3;71
26/01/2022;2300 UTC;;23,2;79
27/01/2022;0000 UTC;;22,3;81
27/01/2022;0100 UTC;;21,9;82
27/01/2022;0200 UTC;;21,5;83
27/01/2022;0300 UTC;;21,2;86
27/01/2022;0400 UTC;;20,9;85
27/01/2022;0500 UTC;;20,9;85
27/01/2022;0600 UTC;;20,9;86
27/01/2022;0700 UTC;;20,3;88
27/01/2022;0800 UTC;;20,5;89
27/01/2022;0900 UTC;;20,1;89
27/01/2022;1000 UTC;;21,1;85
27/01/2022;1100 UTC;;22,1;79
27/01/2022;1200 UTC;;23,1;74
27/01/2022;1300 UTC;;25,2;64
27/01/2022;1400 UTC;;26,6;60
27/01/2022;1500 UTC;;28;56
27/01/2022;1600 UTC;;27,8;51
27/01/2022;1700 UTC;;28,6;53
27/01/2022;1800 UTC;;29,6;52
27/01/2022;1900 UTC;;30;47
27/01/2022;2000 UTC;;28,5;55
27/01/2022;2100 UTC;;27,7;55
27/01/2022;2200 UTC;;26,1;61
27/01/2022;2300 UTC;;25,2;68
28/01/2022;0000 UTC;;24,7;69
28/01/2022;0100 UTC;;19,9;93
28/01/2022;0200 UTC;;20,7;93
28/01/2022;0300 UTC;;20,9;93
28/01/2022;0400 UTC;;20,7;93
28/01/2022;0500 UTC;;20,3;93
28/01/2022;0600 UTC;;20,3;94
28/01/2022;0700 UTC;;20,1;94
28/01/2022;0800 UTC;;20;93
28/01/2022;0900 UTC;;20;93
28/01/2022;1000 UTC;;20,7;93
28/01/2022;1100 UTC;;21,8;87
28/01/2022;1200 UTC;;23,2;77
28/01/2022;1300 UTC;;25,9;65
28/01/2022;1400 UTC;;26,8;58
28/01/2022;1500 UTC;;27,7;56
28/01/2022;1600 UTC;;28,8;51
28/01/2022;1700 UTC;;29,3;48
28/01/2022;1800 UTC;;29,2;51
28/01/2022;1900 UTC;;28;53
28/01/2022;2000 UTC;;26,5;56
28/01/2022;2100 UTC;;26,4;59
28/01/2022;2200 UTC;;24,7;64
28/01/2022;2300 UTC;;23,4;72
