Data;hora;preciptacao;temperatura;humidade
11/03/2022;1900 UTC;0;31;42
11/03/2022;2000 UTC;1;29,9;55
11/03/2022;2100 UTC;0;28,3;51
11/03/2022;2200 UTC;0;25,6;58
11/03/2022;2300 UTC;0;24,2;64
12/03/2022;0000 UTC;0;23,7;70
12/03/2022;0100 UTC;0;24,3;69
12/03/2022;0200 UTC;0,2;22,2;81
12/03/2022;0300 UTC;1,6;20,7;90
12/03/2022;0400 UTC;4,6;21,1;92
12/03/2022;0500 UTC;1,4;21,1;92
12/03/2022;0600 UTC;0,2;20,7;91
12/03/2022;0700 UTC;0,2;20,4;92
12/03/2022;0800 UTC;0;20,6;93
12/03/2022;0900 UTC;0;20,2;92
12/03/2022;1000 UTC;0;20,5;91
12/03/2022;1100 UTC;0;22,4;86
12/03/2022;1200 UTC;0;23,9;75
12/03/2022;1300 UTC;0;24,9;68
12/03/2022;1400 UTC;0;27,9;53
12/03/2022;1500 UTC;0;28,1;51
12/03/2022;1600 UTC;0;29,3;49
12/03/2022;1700 UTC;0;30,1;42
12/03/2022;1800 UTC;0;28,8;55
12/03/2022;1900 UTC;0,4;22,4;80
12/03/2022;2000 UTC;15,8;21,2;90
12/03/2022;2100 UTC;0,2;21,9;91
12/03/2022;2200 UTC;0;21,2;87
12/03/2022;2300 UTC;0;21,1;88
13/03/2022;0000 UTC;0;21,1;90
13/03/2022;0100 UTC;0;21,3;89
13/03/2022;0200 UTC;0;21,2;89
13/03/2022;0300 UTC;0;21,5;89
13/03/2022;0400 UTC;0;22,1;85
13/03/2022;0500 UTC;0;22,2;87
13/03/2022;0600 UTC;0;22;86
13/03/2022;0700 UTC;0;21,9;88
13/03/2022;0800 UTC;0;21,6;90
13/03/2022;0900 UTC;0;21,3;89
13/03/2022;1000 UTC;0;21,4;88
13/03/2022;1100 UTC;0;22,7;85
13/03/2022;1200 UTC;0;25;71
13/03/2022;1300 UTC;0;26,6;64
13/03/2022;1400 UTC;0;28,1;61
13/03/2022;1500 UTC;0;29,6;56
13/03/2022;1600 UTC;0;30,5;49
13/03/2022;1700 UTC;0;30,1;50
13/03/2022;1800 UTC;0;31,4;39
13/03/2022;1900 UTC;0;30,5;48
13/03/2022;2000 UTC;0;28,5;57
13/03/2022;2100 UTC;0;26,9;63
13/03/2022;2200 UTC;0;25,1;68
13/03/2022;2300 UTC;0;24,3;75
14/03/2022;0000 UTC;0;23,7;78
14/03/2022;0100 UTC;0;23,9;76
14/03/2022;0200 UTC;0;22,9;81
14/03/2022;0300 UTC;0;23,3;79
14/03/2022;0400 UTC;0;22,7;84
14/03/2022;0500 UTC;0,2;22,4;87
14/03/2022;0600 UTC;0,6;22;90
14/03/2022;0700 UTC;0;22;90
14/03/2022;0800 UTC;0;21,7;91
14/03/2022;0900 UTC;0;21,9;90
14/03/2022;1000 UTC;0;22;89
14/03/2022;1100 UTC;0;22,5;83
14/03/2022;1200 UTC;0;22,6;82
14/03/2022;1300 UTC;0;23,2;78
14/03/2022;1400 UTC;0;25,4;68
14/03/2022;1500 UTC;0;27,6;58
14/03/2022;1600 UTC;0;29,1;55
14/03/2022;1700 UTC;0;29,7;49
14/03/2022;1800 UTC;0;30,9;44
14/03/2022;1900 UTC;0,4;24,6;73
14/03/2022;2000 UTC;3,2;21,8;85
14/03/2022;2100 UTC;1;21,3;90
14/03/2022;2200 UTC;0,2;21,1;89
14/03/2022;2300 UTC;0;21,9;87
15/03/2022;0000 UTC;0,8;21,2;90
15/03/2022;0100 UTC;0,2;21,3;91
15/03/2022;0200 UTC;0,4;21,3;92
15/03/2022;0300 UTC;0,6;21,1;92
15/03/2022;0400 UTC;0;20,7;92
15/03/2022;0500 UTC;0;20,7;93
15/03/2022;0600 UTC;0;20,9;93
15/03/2022;0700 UTC;0;20,8;93
15/03/2022;0800 UTC;0;20,6;93
15/03/2022;0900 UTC;0;20,5;93
15/03/2022;1000 UTC;0;20,8;93
15/03/2022;1100 UTC;0;22,1;84
15/03/2022;1200 UTC;0;23,9;77
15/03/2022;1300 UTC;0;24,7;73
15/03/2022;1400 UTC;0;26,1;64
15/03/2022;1500 UTC;0;26,7;60
15/03/2022;1600 UTC;0;28,7;52
15/03/2022;1700 UTC;0;30,3;47
15/03/2022;1800 UTC;0;30,5;46
15/03/2022;1900 UTC;0;28,9;52
15/03/2022;2000 UTC;0;27,5;59
15/03/2022;2100 UTC;0;24,7;67
15/03/2022;2200 UTC;1,2;22,5;84
15/03/2022;2300 UTC;5,2;21,4;90
16/03/2022;0000 UTC;3,4;21,1;92
16/03/2022;0100 UTC;2;21,3;92
16/03/2022;0200 UTC;0,4;21,3;92
16/03/2022;0300 UTC;0;21,4;92
16/03/2022;0400 UTC;0,2;21,1;92
16/03/2022;0500 UTC;0,2;20,8;93
16/03/2022;0600 UTC;0;21,1;93
16/03/2022;0700 UTC;0;20,8;93
16/03/2022;0800 UTC;0;21;93
16/03/2022;0900 UTC;0;21,1;93
16/03/2022;1000 UTC;0;21,5;93
16/03/2022;1100 UTC;0;22,4;92
16/03/2022;1200 UTC;0;24,7;76
16/03/2022;1300 UTC;0;26,5;70
16/03/2022;1400 UTC;0;27,3;65
16/03/2022;1500 UTC;0,6;23,2;83
16/03/2022;1600 UTC;0;26;70
16/03/2022;1700 UTC;0,2;23,1;85
16/03/2022;1800 UTC;0;22,6;84
16/03/2022;1900 UTC;0;23,3;79
16/03/2022;2000 UTC;0;24;75
16/03/2022;2100 UTC;0;23,1;82
16/03/2022;2200 UTC;0;22;88
16/03/2022;2300 UTC;0;21,5;91
17/03/2022;0000 UTC;0;21,3;91
17/03/2022;0100 UTC;0;21,4;92
17/03/2022;0200 UTC;0;21,1;93
17/03/2022;0300 UTC;0;20,5;93
17/03/2022;0400 UTC;0;20,6;93
17/03/2022;0500 UTC;0;20,7;93
17/03/2022;0600 UTC;0,2;21;93
17/03/2022;0700 UTC;0,4;20,8;93
17/03/2022;0800 UTC;0;20,9;93
17/03/2022;0900 UTC;0;20,6;93
17/03/2022;1000 UTC;0;21,6;93
17/03/2022;1100 UTC;0;23,9;84
17/03/2022;1200 UTC;0,2;25,8;68
17/03/2022;1300 UTC;0;27,4;64
17/03/2022;1400 UTC;0;29,1;53
17/03/2022;1500 UTC;0;29,8;47
17/03/2022;1600 UTC;0;30,9;44
17/03/2022;1700 UTC;0;31,2;42
17/03/2022;1800 UTC;0;31,9;39
17/03/2022;1900 UTC;0;28,9;51
17/03/2022;2000 UTC;0;29,2;49
17/03/2022;2100 UTC;0;26,9;61
17/03/2022;2200 UTC;2,6;21,6;86
17/03/2022;2300 UTC;0,2;22,2;90
18/03/2022;0000 UTC;0;22,1;90
18/03/2022;0100 UTC;0;21,9;89
18/03/2022;0200 UTC;0;22;89
18/03/2022;0300 UTC;0;21,7;91
18/03/2022;0400 UTC;0;21,2;91
18/03/2022;0500 UTC;0;20,8;92
18/03/2022;0600 UTC;0;21,1;92
18/03/2022;0700 UTC;0;20,8;91
18/03/2022;0800 UTC;0;20,9;92
18/03/2022;0900 UTC;0;21;92
18/03/2022;1000 UTC;0;21,4;90
18/03/2022;1100 UTC;0;22,9;84
18/03/2022;1200 UTC;0;25,5;70
18/03/2022;1300 UTC;0;28,2;55
18/03/2022;1400 UTC;0;29,7;50
18/03/2022;1500 UTC;0;31;43
18/03/2022;1600 UTC;0;32,2;41
18/03/2022;1700 UTC;0;30,4;46
18/03/2022;1800 UTC;0;26,9;57
18/03/2022;1900 UTC;0;28,9;53
18/03/2022;2000 UTC;0;29;50
18/03/2022;2100 UTC;0;26,8;62
18/03/2022;2200 UTC;0;25,4;71
18/03/2022;2300 UTC;0;24,4;72
19/03/2022;0000 UTC;0;23,6;78
19/03/2022;0100 UTC;0;22,9;81
19/03/2022;0200 UTC;0;22,1;86
19/03/2022;0300 UTC;0;21,7;89
19/03/2022;0400 UTC;0;21,3;90
19/03/2022;0500 UTC;0;21,1;91
19/03/2022;0600 UTC;0;21,3;90
19/03/2022;0700 UTC;0;21,2;91
19/03/2022;0800 UTC;0;21,3;91
19/03/2022;0900 UTC;0;21,3;92
19/03/2022;1000 UTC;0;21,5;89
19/03/2022;1100 UTC;0;24,5;79
19/03/2022;1200 UTC;0;26,2;70
19/03/2022;1300 UTC;0;27,6;61
19/03/2022;1400 UTC;0;29,8;54
19/03/2022;1500 UTC;0;28,7;53
19/03/2022;1600 UTC;0;30,3;48
19/03/2022;1700 UTC;0;31,1;45
19/03/2022;1800 UTC;0;31,5;44
19/03/2022;1900 UTC;0;30,9;45
19/03/2022;2000 UTC;0;30,1;39
19/03/2022;2100 UTC;0;30;43
19/03/2022;2200 UTC;0;27,3;55
19/03/2022;2300 UTC;0;26,8;57
20/03/2022;0000 UTC;0;24,3;70
20/03/2022;0100 UTC;0;23,4;76
20/03/2022;0200 UTC;0;23,1;80
20/03/2022;0300 UTC;0;23,5;76
20/03/2022;0400 UTC;0;22,9;79
20/03/2022;0500 UTC;0;22,1;85
20/03/2022;0600 UTC;0;22,2;84
20/03/2022;0700 UTC;0;22,1;86
20/03/2022;0800 UTC;0;21,2;88
20/03/2022;0900 UTC;0;20,5;91
20/03/2022;1000 UTC;0;20,9;91
20/03/2022;1100 UTC;0;23,4;82
20/03/2022;1200 UTC;0;25,9;67
20/03/2022;1300 UTC;0;28;56
20/03/2022;1400 UTC;0;29,8;48
20/03/2022;1500 UTC;0;31,3;37
20/03/2022;1600 UTC;0;31,3;36
20/03/2022;1700 UTC;0;31,8;32
20/03/2022;1800 UTC;0;32,1;32
20/03/2022;1900 UTC;0;32,2;31
20/03/2022;2000 UTC;0;31,6;34
20/03/2022;2100 UTC;0;29,9;39
20/03/2022;2200 UTC;0;28,1;48
20/03/2022;2300 UTC;0;25,8;60
21/03/2022;0000 UTC;0;25;65
21/03/2022;0100 UTC;0;24,7;66
21/03/2022;0200 UTC;0;23,5;69
21/03/2022;0300 UTC;0;22,1;73
21/03/2022;0400 UTC;0;22,2;78
21/03/2022;0500 UTC;0;21;85
21/03/2022;0600 UTC;0;20;87
21/03/2022;0700 UTC;0;20,6;84
21/03/2022;0800 UTC;0;19,6;89
21/03/2022;0900 UTC;0;19,4;88
21/03/2022;1000 UTC;0;20,2;85
21/03/2022;1100 UTC;0;23,2;69
21/03/2022;1200 UTC;0;25,6;62
21/03/2022;1300 UTC;0;28,8;44
21/03/2022;1400 UTC;0;30,1;38
21/03/2022;1500 UTC;0;31,4;39
21/03/2022;1600 UTC;0;31,2;37
21/03/2022;1700 UTC;0;31,1;37
21/03/2022;1800 UTC;0;31,9;33
21/03/2022;1900 UTC;0;32,5;31
21/03/2022;2000 UTC;0;31,8;32
21/03/2022;2100 UTC;0;30;39
21/03/2022;2200 UTC;0;28,1;47
21/03/2022;2300 UTC;0;26,3;56
22/03/2022;0000 UTC;0;25,2;60
22/03/2022;0100 UTC;0;24,1;65
22/03/2022;0200 UTC;0;23,2;70
22/03/2022;0300 UTC;0;23,5;69
22/03/2022;0400 UTC;0;22,2;76
22/03/2022;0500 UTC;0;21,8;77
22/03/2022;0600 UTC;0;21,2;80
22/03/2022;0700 UTC;0;21;80
22/03/2022;0800 UTC;0;21,2;76
22/03/2022;0900 UTC;0;20,2;81
22/03/2022;1000 UTC;0;20,8;79
22/03/2022;1100 UTC;0;24,1;64
22/03/2022;1200 UTC;0;26;56
22/03/2022;1300 UTC;0;26,6;54
22/03/2022;1400 UTC;0;28;50
22/03/2022;1500 UTC;0;29,1;47
22/03/2022;1600 UTC;0;29,6;46
22/03/2022;1700 UTC;0;30;42
22/03/2022;1800 UTC;0;29,5;42
22/03/2022;1900 UTC;0;29,3;45
22/03/2022;2000 UTC;0;30,9;37
22/03/2022;2100 UTC;0;28,5;45
22/03/2022;2200 UTC;0;25,7;58
22/03/2022;2300 UTC;0;24,7;64
23/03/2022;0000 UTC;0;23;69
23/03/2022;0100 UTC;0;23,6;66
23/03/2022;0200 UTC;0;22,1;74
23/03/2022;0300 UTC;0;20,9;80
23/03/2022;0400 UTC;0;20,4;82
23/03/2022;0500 UTC;0;21;78
23/03/2022;0600 UTC;0;20,9;78
23/03/2022;0700 UTC;0;20,2;81
23/03/2022;0800 UTC;0;20,1;81
23/03/2022;0900 UTC;0;19,8;82
23/03/2022;1000 UTC;0;21,4;75
23/03/2022;1100 UTC;0;25,3;62
23/03/2022;1200 UTC;0;26,7;55
23/03/2022;1300 UTC;0;28,8;52
23/03/2022;1400 UTC;0;29,3;49
23/03/2022;1500 UTC;0;29,3;47
23/03/2022;1600 UTC;0;30;44
23/03/2022;1700 UTC;0;30,5;39
23/03/2022;1800 UTC;0;30,5;39
23/03/2022;1900 UTC;0;31,7;37
23/03/2022;2000 UTC;0;30;42
23/03/2022;2100 UTC;0;25,7;63
23/03/2022;2200 UTC;0;25,7;60
23/03/2022;2300 UTC;0;25,8;59
24/03/2022;0000 UTC;0;25,4;62
24/03/2022;0100 UTC;0;24;70
24/03/2022;0200 UTC;0;23,6;68
24/03/2022;0300 UTC;0;21,8;78
24/03/2022;0400 UTC;0;21,9;76
24/03/2022;0500 UTC;0;21,3;80
24/03/2022;0600 UTC;0;21,2;79
24/03/2022;0700 UTC;0;20,7;82
24/03/2022;0800 UTC;0;20,5;84
24/03/2022;0900 UTC;0;21,1;79
24/03/2022;1000 UTC;0;21,5;79
24/03/2022;1100 UTC;0;24,7;64
24/03/2022;1200 UTC;0;26,1;58
24/03/2022;1300 UTC;0;28,5;55
24/03/2022;1400 UTC;0;30,4;48
24/03/2022;1500 UTC;0;31,1;40
24/03/2022;1600 UTC;0;29,2;49
24/03/2022;1700 UTC;0;30,1;49
24/03/2022;1800 UTC;0;31,8;38
24/03/2022;1900 UTC;0;29,4;48
24/03/2022;2000 UTC;0;26,9;57
24/03/2022;2100 UTC;0;25,8;64
24/03/2022;2200 UTC;0;24,9;67
24/03/2022;2300 UTC;0;24,3;71
25/03/2022;0000 UTC;0;23,1;77
25/03/2022;0100 UTC;0;23;80
25/03/2022;0200 UTC;0;23,2;78
25/03/2022;0300 UTC;0;22,5;83
25/03/2022;0400 UTC;0;22,5;85
25/03/2022;0500 UTC;0;22,7;84
25/03/2022;0600 UTC;0;22,1;87
25/03/2022;0700 UTC;0;21,7;88
25/03/2022;0800 UTC;0;22;87
25/03/2022;0900 UTC;0;21,9;87
25/03/2022;1000 UTC;0;22;87
25/03/2022;1100 UTC;0;23,4;81
25/03/2022;1200 UTC;0;25,7;73
25/03/2022;1300 UTC;0;26,7;70
25/03/2022;1400 UTC;0;28;66
25/03/2022;1500 UTC;0;28,3;59
25/03/2022;1600 UTC;0;27,1;61
25/03/2022;1700 UTC;0,6;24,6;76
25/03/2022;1800 UTC;0,6;25,7;79
25/03/2022;1900 UTC;0,2;26,7;73
25/03/2022;2000 UTC;0;28,2;63
25/03/2022;2100 UTC;0;25,9;65
25/03/2022;2200 UTC;0;24,5;73
25/03/2022;2300 UTC;0;23,4;77
26/03/2022;0000 UTC;0;22,5;82
26/03/2022;0100 UTC;0;22,2;86
26/03/2022;0200 UTC;0;22;87
26/03/2022;0300 UTC;0;21,4;89
26/03/2022;0400 UTC;0;21,1;90
26/03/2022;0500 UTC;0;20,9;90
26/03/2022;0600 UTC;0;20,7;91
26/03/2022;0700 UTC;0;20,8;92
26/03/2022;0800 UTC;0;20,4;91
26/03/2022;0900 UTC;0;20,1;92
26/03/2022;1000 UTC;0;20,6;93
26/03/2022;1100 UTC;0;23,7;81
26/03/2022;1200 UTC;0;25,4;74
26/03/2022;1300 UTC;0;28;65
26/03/2022;1400 UTC;0;28,5;61
26/03/2022;1500 UTC;0;30,1;53
26/03/2022;1600 UTC;0;30,3;50
26/03/2022;1700 UTC;0;32,2;39
26/03/2022;1800 UTC;0;32;38
26/03/2022;1900 UTC;0;32,5;32
26/03/2022;2000 UTC;0;31,6;34
26/03/2022;2100 UTC;0;29,3;44
26/03/2022;2200 UTC;0;27,3;55
26/03/2022;2300 UTC;0;26,3;62
27/03/2022;0000 UTC;0;25,5;67
27/03/2022;0100 UTC;0;24,1;70
27/03/2022;0200 UTC;0;23,5;75
27/03/2022;0300 UTC;0;22,9;79
27/03/2022;0400 UTC;0;23,2;77
27/03/2022;0500 UTC;0;23,1;78
27/03/2022;0600 UTC;0;22;83
27/03/2022;0700 UTC;0;21,8;85
27/03/2022;0800 UTC;0;20,8;88
27/03/2022;0900 UTC;0;21;89
27/03/2022;1000 UTC;0;21,6;88
27/03/2022;1100 UTC;0;24,4;75
27/03/2022;1200 UTC;0;25,4;71
27/03/2022;1300 UTC;0;26,5;65
27/03/2022;1400 UTC;0;29,7;53
27/03/2022;1500 UTC;0;30,4;49
27/03/2022;1600 UTC;0;30,9;48
27/03/2022;1700 UTC;0;31;47
27/03/2022;1800 UTC;0;32,4;46
27/03/2022;1900 UTC;4;21;79
27/03/2022;2000 UTC;0,4;20,5;88
27/03/2022;2100 UTC;0;21,2;86
27/03/2022;2200 UTC;0;21,5;83
27/03/2022;2300 UTC;0;20,9;88
28/03/2022;0000 UTC;0;21,2;86
28/03/2022;0100 UTC;0;20,7;87
28/03/2022;0200 UTC;0;20,5;90
28/03/2022;0300 UTC;0,4;20,7;90
28/03/2022;0400 UTC;0;20,5;92
28/03/2022;0500 UTC;0;19,8;91
28/03/2022;0600 UTC;0;19,7;91
28/03/2022;0700 UTC;0;20,1;91
28/03/2022;0800 UTC;0;19,7;90
28/03/2022;0900 UTC;0;19,2;92
28/03/2022;1000 UTC;0,2;20;93
28/03/2022;1100 UTC;0;23,3;74
28/03/2022;1200 UTC;0;24,6;71
28/03/2022;1300 UTC;0;26,8;68
28/03/2022;1400 UTC;0;29,1;62
28/03/2022;1500 UTC;0;28,6;59
28/03/2022;1600 UTC;0;29,9;53
28/03/2022;1700 UTC;1,4;28,1;69
28/03/2022;1800 UTC;0;27,4;61
28/03/2022;1900 UTC;0;26;65
28/03/2022;2000 UTC;0;24,9;66
28/03/2022;2100 UTC;0;24,6;75
28/03/2022;2200 UTC;0;24,3;70
28/03/2022;2300 UTC;0;23,6;72
29/03/2022;0000 UTC;0;22,9;76
29/03/2022;0100 UTC;0;22,8;77
29/03/2022;0200 UTC;0;22,5;80
29/03/2022;0300 UTC;0;22,4;80
29/03/2022;0400 UTC;0;22,2;80
29/03/2022;0500 UTC;0;22,1;80
29/03/2022;0600 UTC;0;21,8;82
29/03/2022;0700 UTC;0;20,9;87
29/03/2022;0800 UTC;0;19,9;91
29/03/2022;0900 UTC;0;20,4;90
29/03/2022;1000 UTC;0;20,8;89
29/03/2022;1100 UTC;0;22,8;81
29/03/2022;1200 UTC;0;24,9;72
29/03/2022;1300 UTC;0;28,5;52
29/03/2022;1400 UTC;0;30,7;45
29/03/2022;1500 UTC;0;31,3;42
29/03/2022;1600 UTC;0;31;41
29/03/2022;1700 UTC;0;32,2;38
29/03/2022;1800 UTC;0;32,5;33
29/03/2022;1900 UTC;0;30,6;41
29/03/2022;2000 UTC;0;31,6;35
29/03/2022;2100 UTC;0;29,4;45
29/03/2022;2200 UTC;0;27,2;55
29/03/2022;2300 UTC;0;25,8;62
30/03/2022;0000 UTC;0;24,7;69
30/03/2022;0100 UTC;0;23,7;74
30/03/2022;0200 UTC;0;22,7;79
30/03/2022;0300 UTC;0;21,7;86
30/03/2022;0400 UTC;0;21,7;87
30/03/2022;0500 UTC;0;20,8;89
30/03/2022;0600 UTC;0;20,8;89
30/03/2022;0700 UTC;0;20,5;90
30/03/2022;0800 UTC;0;20,3;90
30/03/2022;0900 UTC;0;19,9;91
30/03/2022;1000 UTC;0;20,1;92
30/03/2022;1100 UTC;0;22,7;82
30/03/2022;1200 UTC;0;24,9;75
30/03/2022;1300 UTC;0;26,9;66
30/03/2022;1400 UTC;0;28,7;56
30/03/2022;1500 UTC;0;29,9;47
30/03/2022;1600 UTC;0;31,3;42
30/03/2022;1700 UTC;0;31,9;37
30/03/2022;1800 UTC;0;30,3;41
30/03/2022;1900 UTC;0;30;48
30/03/2022;2000 UTC;0;28,2;48
30/03/2022;2100 UTC;0;26,6;56
30/03/2022;2200 UTC;0;24,8;63
30/03/2022;2300 UTC;0;24;69
31/03/2022;0000 UTC;0;23,1;74
31/03/2022;0100 UTC;0;22,3;79
31/03/2022;0200 UTC;0;21,8;84
31/03/2022;0300 UTC;0;21;87
31/03/2022;0400 UTC;0;21;86
31/03/2022;0500 UTC;0;20,2;90
31/03/2022;0600 UTC;0;20,2;90
31/03/2022;0700 UTC;0;19,9;91
31/03/2022;0800 UTC;0;19,6;92
31/03/2022;0900 UTC;0;19;92
31/03/2022;1000 UTC;0;19,9;92
31/03/2022;1100 UTC;0;24,4;74
31/03/2022;1200 UTC;0;26,6;61
31/03/2022;1300 UTC;0;29;51
31/03/2022;1400 UTC;0;30,7;41
31/03/2022;1500 UTC;0;31,7;40
31/03/2022;1600 UTC;0;31,1;41
31/03/2022;1700 UTC;0;32,1;39
31/03/2022;1800 UTC;0;32,8;31
31/03/2022;1900 UTC;0;31,3;35
31/03/2022;2000 UTC;0;31,9;31
31/03/2022;2100 UTC;0;28,7;46
31/03/2022;2200 UTC;0;27,2;54
31/03/2022;2300 UTC;0;26,7;58
01/04/2022;0000 UTC;0;26;59
01/04/2022;0100 UTC;0;25,2;64
01/04/2022;0200 UTC;0;24,4;68
01/04/2022;0300 UTC;0;23,9;71
01/04/2022;0400 UTC;0;22,1;78
01/04/2022;0500 UTC;0;21,9;78
01/04/2022;0600 UTC;0;21,4;79
01/04/2022;0700 UTC;0;21,5;81
01/04/2022;0800 UTC;0;21,3;82
01/04/2022;0900 UTC;0;20,9;83
01/04/2022;1000 UTC;0;21;83
01/04/2022;1100 UTC;0;22,1;78
01/04/2022;1200 UTC;0;23,4;71
01/04/2022;1300 UTC;0;26,5;62
01/04/2022;1400 UTC;0;27,7;54
01/04/2022;1500 UTC;0;29,1;51
01/04/2022;1600 UTC;0;30,9;46
01/04/2022;1700 UTC;0;31,2;44
01/04/2022;1800 UTC;0;30,8;43
01/04/2022;1900 UTC;0;29,9;44
01/04/2022;2000 UTC;0;30,8;41
01/04/2022;2100 UTC;0;28,6;48
01/04/2022;2200 UTC;0;26,9;59
01/04/2022;2300 UTC;0;26,6;62
02/04/2022;0000 UTC;0;25,9;66
02/04/2022;0100 UTC;0;25,2;67
02/04/2022;0200 UTC;0;24,6;70
02/04/2022;0300 UTC;0;23,9;74
02/04/2022;0400 UTC;0;22,9;80
02/04/2022;0500 UTC;0;22,7;78
02/04/2022;0600 UTC;0;21,6;83
02/04/2022;0700 UTC;0;21,2;82
02/04/2022;0800 UTC;0;20,5;87
02/04/2022;0900 UTC;0;20,9;86
02/04/2022;1000 UTC;0;21,1;85
02/04/2022;1100 UTC;0;25,1;64
02/04/2022;1200 UTC;0;27,3;55
02/04/2022;1300 UTC;0;28,2;47
02/04/2022;1400 UTC;0;30,2;42
02/04/2022;1500 UTC;0;31,3;37
02/04/2022;1600 UTC;0;31,4;32
02/04/2022;1700 UTC;0;33,2;31
02/04/2022;1800 UTC;0;30,5;36
02/04/2022;1900 UTC;0;30,8;35
02/04/2022;2000 UTC;0;30,8;38
02/04/2022;2100 UTC;0;28,3;49
02/04/2022;2200 UTC;0;27,4;56
02/04/2022;2300 UTC;0;26,3;60
03/04/2022;0000 UTC;0;25,4;64
03/04/2022;0100 UTC;0;24,6;67
03/04/2022;0200 UTC;0;23,2;74
03/04/2022;0300 UTC;0;22,7;73
03/04/2022;0400 UTC;0;22,2;78
03/04/2022;0500 UTC;0;21,3;82
03/04/2022;0600 UTC;0;21,1;82
03/04/2022;0700 UTC;0;20,4;83
03/04/2022;0800 UTC;0;19,9;85
03/04/2022;0900 UTC;0;19,3;86
03/04/2022;1000 UTC;0;19,8;88
03/04/2022;1100 UTC;0;22,5;75
03/04/2022;1200 UTC;0;26,3;58
03/04/2022;1300 UTC;0;29,1;46
03/04/2022;1400 UTC;0;30,1;37
03/04/2022;1500 UTC;0;30,2;37
03/04/2022;1600 UTC;0;31,3;35
03/04/2022;1700 UTC;0;32,1;33
03/04/2022;1800 UTC;0;32,2;32
03/04/2022;1900 UTC;0;31,4;32
03/04/2022;2000 UTC;0;30,8;36
03/04/2022;2100 UTC;0;29,7;40
03/04/2022;2200 UTC;0;26,8;52
03/04/2022;2300 UTC;0;24,5;64
04/04/2022;0000 UTC;0;23,9;65
04/04/2022;0100 UTC;0;22,9;70
04/04/2022;0200 UTC;0;22,7;70
04/04/2022;0300 UTC;0;21,5;75
04/04/2022;0400 UTC;0;21,7;76
04/04/2022;0500 UTC;0;21;78
04/04/2022;0600 UTC;0;20,6;79
04/04/2022;0700 UTC;0;19,6;82
04/04/2022;0800 UTC;0;19,2;82
04/04/2022;0900 UTC;0;19;82
04/04/2022;1000 UTC;0;19,7;79
04/04/2022;1100 UTC;0;23,8;64
04/04/2022;1200 UTC;0;27,6;46
04/04/2022;1300 UTC;0;29,3;43
04/04/2022;1400 UTC;0;30,4;37
04/04/2022;1500 UTC;0;31,3;33
04/04/2022;1600 UTC;0;32,5;31
04/04/2022;1700 UTC;0;32,2;31
04/04/2022;1800 UTC;0;32,7;29
04/04/2022;1900 UTC;0;31,2;32
04/04/2022;2000 UTC;0;31,5;30
04/04/2022;2100 UTC;0;29;38
04/04/2022;2200 UTC;0;26,1;49
04/04/2022;2300 UTC;0;24,5;57
05/04/2022;0000 UTC;0;24,4;61
05/04/2022;0100 UTC;0;23,9;62
05/04/2022;0200 UTC;0;23,3;65
05/04/2022;0300 UTC;0;22,5;71
05/04/2022;0400 UTC;0;21,3;74
05/04/2022;0500 UTC;0;20,2;78
05/04/2022;0600 UTC;0;19,9;81
05/04/2022;0700 UTC;0;19,2;85
05/04/2022;0800 UTC;0;19,1;80
05/04/2022;0900 UTC;0;18,5;83
05/04/2022;1000 UTC;0;18,7;81
05/04/2022;1100 UTC;0;22,5;65
05/04/2022;1200 UTC;0;25,7;53
05/04/2022;1300 UTC;0;29;34
05/04/2022;1400 UTC;0;30,9;29
05/04/2022;1500 UTC;0;31,1;30
05/04/2022;1600 UTC;0;32,2;28
05/04/2022;1700 UTC;0;32,3;27
05/04/2022;1800 UTC;0;32,2;27
05/04/2022;1900 UTC;0;31,8;29
05/04/2022;2000 UTC;0;31,8;28
05/04/2022;2100 UTC;0;28,7;38
05/04/2022;2200 UTC;0;26,2;48
05/04/2022;2300 UTC;0;26,3;48
06/04/2022;0000 UTC;0;25,2;56
06/04/2022;0100 UTC;0;23,8;62
06/04/2022;0200 UTC;0;22,4;68
06/04/2022;0300 UTC;0;22,5;71
06/04/2022;0400 UTC;0;21;77
06/04/2022;0500 UTC;0;20,4;82
06/04/2022;0600 UTC;0;19,5;84
06/04/2022;0700 UTC;0;19,5;87
06/04/2022;0800 UTC;0;19,9;85
06/04/2022;0900 UTC;0;20,2;85
06/04/2022;1000 UTC;0;20,3;85
06/04/2022;1100 UTC;0;22,2;78
06/04/2022;1200 UTC;0;25,7;61
06/04/2022;1300 UTC;0;29,2;56
06/04/2022;1400 UTC;0;30,5;49
06/04/2022;1500 UTC;0;31,4;35
06/04/2022;1600 UTC;0;32,5;34
06/04/2022;1700 UTC;0;32,8;31
06/04/2022;1800 UTC;0;33,4;29
06/04/2022;1900 UTC;0;32,9;32
06/04/2022;2000 UTC;0;32;34
06/04/2022;2100 UTC;0;29;46
06/04/2022;2200 UTC;0;27,9;52
06/04/2022;2300 UTC;0;26,8;57
07/04/2022;0000 UTC;0;25,6;65
07/04/2022;0100 UTC;0;25,3;65
07/04/2022;0200 UTC;0;23,8;72
07/04/2022;0300 UTC;0;22,3;77
07/04/2022;0400 UTC;0;22,8;77
07/04/2022;0500 UTC;0;21,3;83
07/04/2022;0600 UTC;0;21,2;82
07/04/2022;0700 UTC;0;20,8;84
